,genre
5393,east coast hip hop
5394, hip hop
5395, rap
5396, pop
5397, pop rap
5398, r&b
5399, rap
5400, trap
5401,alternative rock
5402, art rock
5403, melancholia
5404, permanent wave
5405, rock
5406,alternative metal
5407, alternative rock
5408, modern rock
5409, permanent wave
5410, post-grunge
5411, rock
5412,album rock
5413, classic rock
5414, hard rock
5415, rock
5416,latin
5417, latin pop
5418,canadian pop
5419, pop
5420,edm
5421, pop
5422, pop dance
5423, tropical house
5424,dance pop
5425, pop
5426, pop rap
5427, urban contemporary
5428,dance pop
5429, latin
5430, miami hip hop
5431, pop
5432, pop rap
5433,dance pop
5434, edm
5435, electro house
5436, pop
5437, pop dance
5438, pop rap
5439, tropical house
5440, dance pop
5441, electropop
5442, pop
5443, viral pop
5444,dance pop
5445, pop
5446, r&b
5447, urban contemporary
5448,classic rock
5449, rock
5450, hip hop
5451, pop rap
5452, rap
5453, southern hip hop
5454, trap
5455,alternative metal
5456, nu metal
5457, rap metal
5458, rock
5459,contemporary country
5460, country
5461, pop
5462,dance pop
5463, edm
5464, electro house
5465, pop
5466, pop dance
5467, progressive electro house
5468, tropical house
5469,dance pop
5470, edm
5471, pop
5472, pop dance
5473, tropical house
5474,dance pop
5475, pop
5476, pop rap
5477, r&b
5478,atl hip hop
5479, hip hop
5480, pop
5481, rap
5482,latin
5483, latin pop
5484,dance pop
5485, electropop
5486, pop
5487, post-teen pop
5488, pop
5489,pop
5490,chicago rap
5491, conscious hip hop
5492, hip hop
5493, pop rap
5494, rap
5495, permanent wave
5496, rock
5497,alt z
5498, electropop
5499, pop
5500,east coast hip hop
5501, gangster rap
5502, hardcore hip hop
5503, hip hop
5504, rap
5505, pop punk
5506,hip hop
5507, pop rap
5508, rap
5509, southern hip hop
5510, trap
5511, gangster rap
5512, hip hop
5513, rap
5514, west coast rap
5515, miami hip hop
5516,dance pop
5517, latin
5518, miami hip hop
5519, pop
5520, pop rap
5521,alternative rock
5522, dance rock
5523, modern rock
5524, permanent wave
5525, rock
5526,atl hip hop
5527, dirty south rap
5528, gangster rap
5529, hip hop
5530, pop rap
5531, rap
5532, southern hip hop
5533, trap
5534, rock
5535, pop
5536, r&b
5537, urban contemporary
5538,dance pop
5539, edm
5540, electro house
5541, pop
5542, pop dance
5543, tropical house
5544,alternative r&b
5545, dance pop
5546, pop
5547, r&b
5548, urban contemporary
5549, gangster rap
5550, hip hop
5551, rap
5552, west coast rap
5553,indie poptimism
5554, pop
5555,dance pop
5556, miami hip hop
5557, pop
5558, pop rap
5559,dance pop
5560, edm
5561, electropop
5562, indietronica
5563, metropopolis
5564, pop
5565, uk pop
5566,contemporary country
5567, country
5568, country pop
5569, country road
5570, modern country rock
5571,dance pop
5572, dirty south rap
5573, hip hop
5574, miami hip hop
5575, pop
5576, pop rap
5577, rap
5578, southern hip hop
5579, trap
5580, rap
5581, trap
5582,dance pop
5583, edm
5584, electronic trap
5585, pop
5586, pop dance
5587, pop rap
5588,atl hip hop
5589, gangster rap
5590, hip hop
5591, pop rap
5592, rap
5593, southern hip hop
5594, trap
5595,album rock
5596, art rock
5597, classic rock
5598, progressive rock
5599, psychedelic rock
5600, rock
5601, symphonic rock
5602,indie poptimism
5603, modern alternative rock
5604, modern rock
5605, pop rock
5606, stomp and holler
5607, pop
5608, dance pop
5609, electropop
5610, pop
5611, post-teen pop
5612, dance pop
5613, edm
5614, pop
5615, pop dance
5616, progressive electro house
5617, pop
5618, pop rap
5619, rap
5620, latin
5621, latin hip hop
5622, latin pop
5623, trap latino
5624,dance pop
5625, pop
5626,atl hip hop
5627, hip hop
5628, pop rap
5629, rap
5630, southern hip hop
5631, trap
5632,dance pop
5633, miami hip hop
5634, pop
5635, pop rap
5636,alternative hip hop
5637, canadian pop
5638, pop
5639,latin
5640, reggaeton
5641, trap latino
5642,chicago rap
5643, rap
5644, classic rock
5645, rock
5646,art pop
5647, electropop
5648, metropopolis
5649, pop
5650,latin
5651, latin hip hop
5652, reggaeton
5653, trap latino
5654,album rock
5655, classic rock
5656, mellow gold
5657, rock
5658, soft rock
5659,conscious hip hop
5660, hip hop
5661, pop rap
5662, rap
5663, punk
5664,neo mellow
5665, pop
5666, pop rock
5667, singer-songwriter
5668,latin
5669, reggaeton
5670, trap latino
5671,atl hip hop
5672, contemporary r&b
5673, dance pop
5674, pop
5675, r&b
5676, urban contemporary
5677, latin
5678,dance pop
5679, pop
5680, post-teen pop
5681, hip hop
5682, pop
5683, pop rap
5684, rap
5685, southern hip hop
5686, trap
5687, rap
5688, indietronica
5689,dance pop
5690, pop
5691, post-teen pop
5692, pop
5693, uk pop
5694, hip hop
5695, pop rap
5696, rap
5697, southern hip hop
5698, trap
5699,east coast hip hop
5700, gangster rap
5701, hip hop
5702, pop rap
5703, rap
5704,dance pop
5705, edm
5706, electro house
5707, house
5708, pop
5709, pop dance
5710, tropical house
5711,pop
5712, talent show
5713, uk pop
5714,alternative rock
5715, permanent wave
5716, rock
5717,pop
5718, r&b
5719, soul
5720,dance pop
5721, latin
5722, latin pop
5723, pop
5724, reggaeton
5725, trap latino
5726, metal
5727, rock
5728, mellow gold
5729, piano rock
5730,dance pop
5731, piano rock
5732, pop
5733, pop rock
5734, permanent wave
5735, rock
5736, hard rock
5737, rock
5738,modern alternative rock
5739, modern rock
5740, pop
5741,alternative r&b
5742, hip hop
5743, lgbtq+ hip hop
5744, neo soul
5745, pop
5746,modern rock
5747, rock
5748, dance pop
5749, edm
5750, house
5751, pop
5752, pop dance
5753, tropical house
5754, gangster rap
5755, hip hop
5756, rap
5757, west coast rap
5758,dance pop
5759, edm
5760, pop
5761, pop dance
5762, underground hip hop
5763,dance pop
5764, pop
5765, pop rap
5766, post-teen pop
5767,dance pop
5768, pop
5769, post-teen pop
5770, talent show
5771, uk pop
5772,dance pop
5773, latin
5774, miami hip hop
5775, pop
5776, pop rap
5777, pop rap
5778,art pop
5779, pop
5780,dance pop
5781, pop
5782, post-teen pop
5783,dance pop
5784, pop
5785, uk pop
5786,dance pop
5787, pop
5788, r&b
5789,hip hop
5790, rap
5791,dance pop
5792, pop
5793, post-teen pop
5794,alternative metal
5795, nu metal
5796, post-grunge
5797, rap metal
5798,dance pop
5799, hip hop
5800, pop rap
5801, rap
5802, southern hip hop
5803, trap
5804,dance pop
5805, edm
5806, electro house
5807, pop
5808, pop dance
5809, tropical house
5810, pop rap
5811,dance pop
5812, edm
5813, electro house
5814, house
5815, pop
5816, pop dance
5817, pop rap
5818, progressive house
5819,east coast hip hop
5820, hip hop
5821, rap
5822, classic rock
5823, psychedelic rock
5824, rock
5825,dance pop
5826, edm
5827, electropop
5828, pop
5829, pop dance
5830, tropical house
5831, pop
5832,art pop
5833, dance pop
5834, pop
5835,canadian pop
5836, dance pop
5837, pop
5838, viral pop
5839,electropop
5840, pop
5841, pop rap
5842,pop
5843, r&b
5844, hip hop
5845, rap
5846, trap
5847,conscious hip hop
5848, hip hop
5849, rap
5850, west coast rap
5851,latin
5852, reggaeton
5853, trap latino
5854,dance pop
5855, pop
5856, pop rap
5857, r&b
5858, rap
5859,modern rock
5860, rock
5861,conscious hip hop
5862, hip hop
5863, rap
5864,atl hip hop
5865, gangster rap
5866, hip hop
5867, melodic rap
5868, rap
5869, trap
5870,pop
5871, pop rock
5872,dance pop
5873, hip pop
5874, pop
5875, pop rap
5876, hip hop
5877, pop
5878, pop rap
5879, rap
5880, southern hip hop
5881, trap
5882,dance pop
5883, pop
5884,latin
5885, reggaeton
5886, trap latino
5887,dance pop
5888, edm
5889, electro house
5890, pop
5891, pop dance
5892, tropical house
5893,dance pop
5894, pop
5895, uk pop
5896, dance pop
5897, pop
5898, pop rap
5899, urban contemporary
5900, hip hop
5901, rap
5902,chicago rap
5903, rap
5904, canadian pop
5905, pop
5906,pop
5907, uk pop
5908,latin
5909, reggaeton
5910, trap latino
5911, melodic rap
5912, rap
5913,pop
5914, pop
5915, canadian pop
5916, hip hop
5917, rap
5918, toronto rap
